    0.263224899768829346E+00   -0.176129418611526489E+01    0.399875582499166493E-02   -0.693143924812957124E+01   -0.529831319988485294E+01    1
    0.405419647693634033E+00   -0.354224681854248047E+00    0.399802412554384201E-02   -0.692987316444326584E+01   -0.530331319988484751E+01    1
    0.375145137310028076E+00   -0.251961261034011841E+01    0.399879057604311024E-02   -0.692909359834037542E+01   -0.530831319988485095E+01    1
    0.646043002605438232E+00   -0.284628170728683472E+01    0.399859513680547729E-02   -0.692393415902707066E+01   -0.531331319988484285E+01    1
    0.353244960308074951E+00   -0.540593147277832031E+00    0.399879256327737801E-02   -0.692336439423713745E+01   -0.531831319988483830E+01    1
    0.245146095752716064E+00   -0.144276934862136841E+01    0.399822661052124002E-02   -0.691899876057238483E+01   -0.532331319988484530E+01    1
    0.240986406803131104E+00   -0.210387450456619263E+01    0.399858800026456872E-02   -0.690628264825923477E+01   -0.532831319988484609E+01    1
    0.233986198902130127E+00   -0.287390327453613281E+01    0.399858652418592486E-02   -0.689980781067136739E+01   -0.533331319988484154E+01    1
    0.748933434486389160E+00   -0.225575137138366699E+01    0.399860120456211124E-02   -0.688533538503274301E+01   -0.533831319988483788E+01    1
    0.262745022773742676E-01   -0.282941061258316040E+01    0.399815438319242513E-02   -0.687330086953924901E+01   -0.534331319988483511E+01    1
    0.153422951698303223E+00   -0.180209755897521973E+01    0.399801174765586874E-02   -0.686494817202550767E+01   -0.534831319988484299E+01    1
    0.748783767223358154E+00   -0.241999357938766479E+01    0.399878484722974818E-02   -0.674639770869394084E+01   -0.535331319988485443E+01    1
    0.885476887226104736E+00   -0.246481597423553467E+01    0.399821917760158525E-02   -0.673708984809775036E+01   -0.535831319988483568E+01    1
    0.863063335418701172E-02   -0.196313649415969849E+01    0.399875594987302799E-02   -0.670170080289186476E+01   -0.536331319988484623E+01    1
    0.139708817005157471E+00   -0.168089765310287476E+01    0.399801953867998106E-02   -0.668219680107039959E+01   -0.536831319988485056E+01    1
    0.147745609283447266E+00   -0.290996342897415161E+01    0.399857247612888343E-02   -0.666827331416962643E+01   -0.537331319988484601E+01    1
    0.124282240867614746E+00   -0.600366175174713135E+00    0.399860011675964334E-02   -0.654064131645382396E+01   -0.537831319988484857E+01    1
    0.188874602317810059E-01   -0.222475647926330566E+01    0.399875513156644838E-02   -0.649557424321584254E+01   -0.538331319988484491E+01    1
    0.552542209625244141E+00   -0.887869298458099365E+00    0.399820857922536868E-02   -0.648769213916410603E+01   -0.538831319988483948E+01    1
    0.944765806198120117E+00   -0.479342043399810791E+00    0.399809755802547472E-02   -0.647561998167231412E+01   -0.539331319988484825E+01    1
    0.731345891952514648E+00   -0.254096031188964844E+01    0.399818045770603155E-02   -0.642658875553921050E+01   -0.539831319988485436E+01    1
    0.642863273620605469E+00   -0.356333613395690918E+00    0.399875591374322919E-02   -0.632042225065139363E+01   -0.540331319988484537E+01    1
    0.124463796615600586E+00   -0.290831762552261353E+01    0.399821755247560529E-02   -0.629546695083444074E+01   -0.540831319988483905E+01    1
    0.332218050956726074E+00   -0.264220762252807617E+01    0.399816265825098018E-02   -0.621722428586649922E+01   -0.541331319988484161E+01    1
    0.171336531639099121E+00   -0.616967439651489258E+00    0.399859559290843998E-02   -0.600095768689100861E+01   -0.541831319988483973E+01    1
    0.242761969566345215E-01   -0.297977542877197266E+01    0.399821787001745227E-02   -0.598874112719463181E+01   -0.542331319988484406E+01    1
    0.325515091419219971E+00   -0.295333224534988403E+01    0.399807322422460545E-02   -0.597757546049418309E+01   -0.542831319988484751E+01    1
    0.988868474960327148E+00   -0.243383181095123291E+01    0.399878959634405139E-02   -0.597579643069492761E+01   -0.543331319988484829E+01    1
    0.296601653099060059E+00   -0.166690546274185181E+01    0.399821097203807794E-02   -0.591991070078574921E+01   -0.543831319988484552E+01    1
    0.234080612659454346E+00   -0.232719808816909790E+01    0.399805594436182000E-02   -0.587104030094439722E+01   -0.544331319988483830E+01    1
    0.219375967979431152E+00   -0.293351680040359497E+01    0.399875802271299364E-02   -0.577688295720612288E+01   -0.544831319988483820E+01    1
    0.150075197219848633E+00   -0.401393830776214600E+00    0.399806609669231452E-02   -0.575574289815498208E+01   -0.545331319988484342E+01    1
    0.192309141159057617E+00   -0.262621164321899414E+01    0.399819316104818318E-02   -0.568185531883640138E+01   -0.545831319988484953E+01    1
    0.486918687820434570E+00   -0.496695578098297119E+00    0.399877002867376347E-02   -0.565931167678639735E+01   -0.546331319988484410E+01    1
    0.954145848751068115E+00   -0.292212402820587158E+01    0.399812859981445341E-02   -0.563296824316331879E+01   -0.546831319988483777E+01    1
    0.237178623676300049E+00   -0.143323248624801636E+01    0.399822691805351224E-02   -0.562362232569441378E+01   -0.547331319988483678E+01    1
    0.730320990085601807E+00   -0.246801245212554932E+01    0.399806818945610057E-02   -0.561771062380495589E+01   -0.547831319988484022E+01    1
    0.618311166763305664E-01   -0.287831193208694458E+01    0.399815935061079066E-02   -0.509685064245607222E+01   -0.548331319988484100E+01    1
    0.260171592235565186E+00   -0.472371339797973633E+00    0.399859554829433417E-02   -0.495191325498566570E+01   -0.548831319988484623E+01    1
    0.445501565933227539E+00   -0.202598512172698975E+01    0.399860715501606026E-02   -0.465603770945104678E+01   -0.549331319988485411E+01    1
    0.162485361099243164E+00   -0.256099677085876465E+01    0.399862320913490273E-02   -0.464191242727825504E+01   -0.549831319988485046E+01    1
    0.473949670791625977E+00   -0.219370365142822266E+01    0.399870897179220239E-02   -0.455719855361419413E+01   -0.550331319988484413E+01    1
    0.636013984680175781E+00   -0.185694444179534912E+01    0.399819912098739634E-02   -0.448763918508795179E+01   -0.550831319988484491E+01    1
    0.460724651813507080E+00   -0.220059996843338013E+01    0.399861393850496280E-02   -0.427225081098572801E+01   -0.551331319988484569E+01    1
    0.617323100566864014E+00   -0.409010589122772217E+00    0.399876604581625005E-02   -0.412130378009691967E+01   -0.551831319988484470E+01    1
    0.648314476013183594E+00   -0.248666185140609741E+01    0.399806074400064441E-02   -0.394740030455191526E+01   -0.552331319988484637E+01    1
    0.963556885719299316E+00   -0.288124376535415649E+01    0.399872654178966540E-02   -0.394504517561050472E+01   -0.552831319988484449E+01    1
    0.205607295036315918E+00   -0.229323577880859375E+01    0.399874345058321042E-02   -0.393488608134679696E+01   -0.553331319988484527E+01    1
    0.655719578266143799E+00   -0.101835429668426514E+00    0.399821822068622580E-02   -0.370679614313368955E+01   -0.553831319988484871E+01    1
